model,gpt_says,compound,species,manual_inspection_says,index,text_type,iteration,gpt_interpretation,judgement,status,category
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Rosmarinus_officinalis,TRUE,606,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Litchi_chinensis,TRUE,608,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Centella_asiatica,TRUE,612,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Sarcandra_glabra,TRUE,614,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Sarcandra_glabra,TRUE,619,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Salidroside,Globularia_vulgaris,FALSE,620,full_text,1,N,true_negative,true,negative
gpt-3.5-turbo-16k-0613,Yes,Galanthamine,Leucojum_aestivum,TRUE,624,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Tyrosol,Echinacea_purpurea,FALSE,625,full_text,1,N,true_negative,true,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Salvia_limbata,TRUE,627,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Rubia_tinctorum,TRUE,630,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Origanum_vulgare,TRUE,634,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Salvia_miltiorrhiza,TRUE,635,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Salvia_officinalis,TRUE,636,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Galanthamine,Leucojum_aestivum,FALSE,643,full_text,1,N,true_negative,true,negative
gpt-3.5-turbo-16k-0613,No,Tyrosol,Aristolochia_melastoma,TRUE,647,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Salvia_miltiorrhiza,TRUE,649,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Thymus_serpyllum,TRUE,652,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Origanum_vulgare,TRUE,654,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Ocimum_gratissimum,TRUE,658,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Salidroside,Alnus_incana,TRUE,659,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Origanum_vulgare,TRUE,665,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Tyrosol,Pistacia_lentiscus,FALSE,666,full_text,1,Y,false_positive,false,positive
gpt-3.5-turbo-16k-0613,No,Tyrosol,NA,TRUE,673,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Prunella_vulgaris,FALSE,679,full_text,1,Y,false_positive,false,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Satureja_hortensis,TRUE,680,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Rosmarinus_officinalis,TRUE,683,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,Yes,Galanthamine,Habranthus_jamesonii,TRUE,684,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,Yes,Galanthamine,Zephyranthes_filifolia,TRUE,686,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Salidroside,Rhodiola_crenulata,FALSE,690,full_text,1,N,true_negative,true,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Salvia_miltiorrhiza,FALSE,691,full_text,1,N,true_negative,true,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Salvia_sahendica,TRUE,693,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Rosmarinus_officinalis,TRUE,695,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Salvia_przewalskii,TRUE,698,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Artemisia_annua,TRUE,701,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Clerodendrum_petasites,FALSE,703,full_text,1,N,true_negative,true,negative
gpt-3.5-turbo-16k-0613,No,Tyrosol,Luehea_divaricata,TRUE,705,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Dracocephalum_palmatum,TRUE,706,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Tyrosol,Eucalyptus_globulus,TRUE,713,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Tyrosol,Chionanthus_retusus,TRUE,716,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Salvia_miltiorrhiza,TRUE,717,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Tyrosol,Ligustrum_vulgare,TRUE,719,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Salvia_miltiorrhiza,TRUE,721,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Salidroside,Abeliophyllum_distichum,TRUE,723,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Salvia_officinalis,TRUE,725,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Salvia_yunnanensis,TRUE,729,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Salvia_miltiorrhiza,TRUE,731,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Origanum_vulgare,TRUE,736,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Galanthamine,Arabidopsis_thaliana,FALSE,739,full_text,1,N,true_negative,true,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Perilla_frutescens,FALSE,741,full_text,1,Y,false_positive,false,positive
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Salvia_miltiorrhiza,TRUE,742,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Salvia_euphratica,TRUE,745,full_text,1,Y,true_positive,true,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Merremia_umbellata,TRUE,746,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Ruta_graveolens,FALSE,753,full_text,1,N,true_negative,true,negative
gpt-3.5-turbo-16k-0613,Yes,Rosmarinate,Perilla_frutescens,FALSE,756,full_text,1,Y,false_positive,false,positive
gpt-3.5-turbo-16k-0613,No,Salidroside,Akebia_quinata,TRUE,765,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,Yes,4'-O-Methylnorbelladine,Leucojum_aestivum,FALSE,767,full_text,1,Y,false_positive,false,positive
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Apium_graveolens,TRUE,769,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Laurus_nobilis,TRUE,771,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-16k-0613,No,Rosmarinate,Mentha_spicata,TRUE,773,full_text,1,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Lycorine,Nerine_huttoniae,FALSE,2,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,feruloyltyramine,Dendrobium_moniliforme,FALSE,6,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Tyrosol,Rehmannia_glutinosa,FALSE,7,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Galanthamine,Pancratium_illyricum,TRUE,10,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Lycorine,Zephyranthes_carinata,TRUE,16,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Galanthamine,Salvia_officinalis,FALSE,17,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Lycorine,Cocculus_laurifolius,TRUE,25,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Hordenine,Cyathobasis_fruticulosa,TRUE,30,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Tyrosol,Borassus_flabellifer,TRUE,42,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Galanthamine,Lycoris_radiata,TRUE,43,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Coffea_arabica,FALSE,45,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Tyrosol,Olea_europaea,TRUE,59,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Lycorine,Crinum_zeylanicum,TRUE,63,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Nepeta_trachonitica,TRUE,68,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,no,Lycorine,Crinum_kirkii,TRUE,70,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Nepeta_longibracteata,TRUE,73,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Lycorine,Zephyranthes_candida,TRUE,74,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Origanum_rotundifolium,TRUE,75,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_miltiorrhiza,TRUE,76,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Haemanthamine,Narcissus_confusus,TRUE,77,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Salidroside,Forsythia_suspensa,TRUE,82,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Lycorine,Lycoris_albiflora,TRUE,83,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Salidroside,Panax_notoginseng,FALSE,88,abstract,2,Y,false_positive,false,positive
gpt-3.5-turbo-0613,No,Galanthamine,Argemone_platyceras,FALSE,90,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,yes,Isobetanin,Opuntia_stricta,TRUE,94,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,no,Betanin,Opuntia_undulata,TRUE,97,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Rosmarinus_officinalis,TRUE,100,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Galanthamine,Lycoris_aurea,TRUE,101,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,yes,Rosmarinate,Aronia_arbutifolia,TRUE,102,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_miltiorrhiza,TRUE,104,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Perilla_frutescens,TRUE,107,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Anchusa_azurea,TRUE,110,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Buglossoides_purpurocaerulea,TRUE,113,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Echium_vulgare,TRUE,117,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Omphalodes_verna,TRUE,121,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Symphytum_officinale,TRUE,125,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Salvia_miltiorrhiza,TRUE,129,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Lycorine,Zephyranthes_candida,TRUE,133,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Salidroside,Echinacea_purpurea,FALSE,138,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Salidroside,Phaseolus_vulgaris,FALSE,140,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,4-Hydroxyphenyllactate,Nicotiana_tabacum,TRUE,141,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Tyrosol,Aloe_arborescens,TRUE,144,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Salidroside,Rhodiola_crenulata,TRUE,148,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,yes,feruloyltyramine,Lycium_barbarum,TRUE,162,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Sterculia_striata,TRUE,168,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Ocimum_basilicum,TRUE,170,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Lycorine,Eucalyptus_globulus,FALSE,172,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Homogentisate,Arabidopsis_thaliana,TRUE,174,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_miltiorrhiza,TRUE,177,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Salidroside,Osmanthus_fragrans,TRUE,182,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Lycorine,Pancratium_canariense,TRUE,186,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Tchihatchewia_isatidea,TRUE,190,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Mentha_longifolia,TRUE,191,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Pseudosempervivum_sempervivum,TRUE,194,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Salidroside,Centaurea_urvillei,TRUE,198,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Galanthamine,Helichrysum_italicum,FALSE,203,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Galanthamine,Mentha_spicata,FALSE,204,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Galanthamine,Origanum_vulgare,FALSE,205,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Salvia_plebeia,TRUE,207,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Ocimum_gratissimum,TRUE,208,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Thymus_sibthorpii,TRUE,212,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Thymus_longicaulis,TRUE,213,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Galanthamine,Galanthus_woronowii,TRUE,228,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Lycorine,Galanthus_woronowii,TRUE,229,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Rosmarinus_officinalis,FALSE,232,abstract,2,Y,false_positive,false,positive
gpt-3.5-turbo-0613,No,Galanthamine,Marrubium_alysson,FALSE,233,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Betanin,Opuntia_dillenii,TRUE,238,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Salidroside,Marrubium_thessalum,TRUE,241,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Salidroside,Osmanthus_fragrans,TRUE,243,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Mentha_piperita,TRUE,244,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Pogostemon_cablin,TRUE,246,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Cotinus_coggygria,TRUE,247,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Mescaline,Lophophora_williamsii,TRUE,254,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Lycorine,Narcissus_jonquilla,TRUE,259,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Stevia_rebaudiana,TRUE,260,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,yes,Salidroside,Rhodiola_crenulata,TRUE,266,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Betanin,Rhipsalis_rhombea,TRUE,268,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Symphytum_officinale,TRUE,270,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_miltiorrhiza,TRUE,271,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,no,Lycorine,Crinum_asiaticum,FALSE,273,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Betanin,Hylocereus_undatus,TRUE,280,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_miltiorrhiza,TRUE,282,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Salidroside,Bauhinia_blakeana,FALSE,291,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,yes,Rosmarinate,Salvia_miltiorrhiza,TRUE,292,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Betanin,Prunus_cerasus,FALSE,296,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,no,Lycorine,Galanthus_elwesii,TRUE,297,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Rosa_rubiginosa,TRUE,300,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,no,Rosmarinate,Perilla_frutescens,TRUE,301,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Rosmarinus_officinalis,TRUE,303,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,feruloyltyramine,Tinospora_crispa,FALSE,304,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Salidroside,Rhodiola_crenulata,FALSE,305,abstract,2,Y,false_positive,false,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_plebeia,FALSE,307,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Galanthamine,Lycoris_radiata,TRUE,310,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Lycorine,Pancratium_maritimum,TRUE,312,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Echium_vulgare,TRUE,318,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Perovskia_atriplicifolia,TRUE,319,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Betanin,Iresine_lindenii,TRUE,321,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Salidroside,Panax_ginseng,FALSE,325,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Galanthamine,Lycoris_radiata,TRUE,327,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Betanin,Mesembryanthemum_crystallinum,TRUE,331,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Dhurrin,Sorghum_bicolor,FALSE,336,abstract,2,Y,false_positive,false,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Melissa_officinalis,TRUE,337,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Satureja_hortensis,TRUE,338,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Demecolcine,Androcymbium_palaestinum,TRUE,353,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Schisandra_chinensis,TRUE,356,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,yes,Betanin,Opuntia_stricta,TRUE,358,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Ornithogalum_umbellatum,TRUE,361,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Betanin,Opuntia_dillenii,TRUE,365,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Dhurrin,Polyscias_australiana,TRUE,366,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Dhurrin,Zea_mays,FALSE,368,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Ocimum_basilicum,TRUE,372,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Betanin,Basella_alba,FALSE,374,abstract,2,Y,false_positive,false,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Thymus_pulegioides,TRUE,376,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Thymus_vulgaris,TRUE,377,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,yes,Homogentisate,Capsicum_annuum,FALSE,378,abstract,2,Y,false_positive,false,positive
gpt-3.5-turbo-0613,No,Homogentisate,Limonium_sinuatum,TRUE,380,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Homogentisate,Jatropha_integerrima,TRUE,382,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Haemanthamine,Pancratium_sickenbergeri,TRUE,389,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Homogentisate,Entada_phaseoloides,TRUE,391,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,no,Tyrosol,Sinningia_aggregata,TRUE,392,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Lycorine,Zephyranthes_candida,TRUE,393,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Salidroside,Rhodiola_kirilowii,TRUE,394,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Leptocarpha_rivularis,TRUE,396,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Lycorine,Pancratium_maritimum,FALSE,397,abstract,2,Y,false_positive,false,positive
gpt-3.5-turbo-0613,No,Lycorine,Habranthus_jamesonii,TRUE,409,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Ocimum_basilicum,TRUE,413,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Melissa_officinalis,TRUE,414,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Ocimum_basilicum,FALSE,419,abstract,2,Y,false_positive,false,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Salvia_tomentosa,TRUE,421,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Sideritis_albiflora,TRUE,422,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Origanum_dictamnus,TRUE,427,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Salidroside,Cistanche_deserticola,TRUE,430,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_officinalis,TRUE,432,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Thymus_vulgaris,TRUE,433,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,no,Rosmarinate,Perilla_frutescens,TRUE,438,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Curcuma_longa,FALSE,445,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Rosmarinus_officinalis,TRUE,446,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Ocimum_gratissimum,TRUE,447,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Thymus_zygis,TRUE,453,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_miltiorrhiza,TRUE,454,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Cornus_kousa,TRUE,455,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Chloranthus_multistachys,TRUE,459,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Tyrosol,Eleutherococcus_senticosus,FALSE,460,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Tyrosol,Schisandra_chinensis,FALSE,462,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Lavandula_angustifolia,TRUE,463,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Rosmarinate,Hypericum_perforatum,TRUE,467,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Tyrosol,Osmanthus_fragrans,FALSE,470,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Lycopus_lucidus,TRUE,483,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Galanthamine,Narcissus_confusus,TRUE,485,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Hymenocrater_longiflorus,TRUE,488,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,No,Tyrosol,Iris_germanica,FALSE,492,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Tyrosol,Allium_cepa,FALSE,493,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Rosmarinate,Rosmarinus_officinalis,TRUE,496,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Rosmarinus_officinalis,TRUE,499,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,no,Galanthamine,Galanthus_nivalis,TRUE,500,abstract,2,N,false_negative,false,negative
gpt-3.5-turbo-0613,Yes,Galanthamine,Leucojum_aestivum,TRUE,507,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Anchusa_azurea,TRUE,511,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Galanthamine,Zygophyllum_eurypterum,FALSE,512,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,Yes,Tyrosol,Olea_europaea,TRUE,520,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Rosmarinate,Salvia_miltiorrhiza,TRUE,524,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,Yes,Galanthamine,Narcissus_confusus,TRUE,525,abstract,2,Y,true_positive,true,positive
gpt-3.5-turbo-0613,No,Rosmarinate,Salvia_miltiorrhiza,FALSE,526,abstract,2,N,true_negative,true,negative
gpt-3.5-turbo-0613,No,Galanthamine,Cyperus_rotundus,FALSE,528,abstract,2,N,true_negative,true,negative
